order,kr_filename,kr_url,bytes,role,has_korean_text,kr_text_content,en_filename,en_alt_text,en_text_content,action
78,OUI_MN174E___BW_00.jpg,https://kr.sidiz.com/cdn/shop/files/OUI_MN174E___BW_00.jpg,46654,detail,,,,,,
79,T50AIR_IG____45.jpg,https://kr.sidiz.com/cdn/shop/files/T50AIR_IG____45.jpg,142252,detail,,,,,,
80,T50AIR_WG____45.jpg,https://kr.sidiz.com/cdn/shop/files/T50AIR_WG____45.jpg,104712,detail,,,,,,
81,T50AIR_WW____45.jpg,https://kr.sidiz.com/cdn/shop/files/T50AIR_WW____45.jpg,76356,detail,,,,,,
82,T60_AIR_LDA_white_00_11292423-f631-4e65-a415-be51aa07ff2c.jpg,https://kr.sidiz.com/cdn/shop/files/T60_AIR_LDA_white_00_11292423-f631-4e65-a415-be51aa07ff2c.jpg,103973,detail,,,,,,
83,T60_LDA_white_00_6f83f896-5de5-40b0-b2c4-8fa5b690cf71.jpg,https://kr.sidiz.com/cdn/shop/files/T60_LDA_white_00_6f83f896-5de5-40b0-b2c4-8fa5b690cf71.jpg,70313,detail,,,,,,
84,TN601FEY_01_71a4bd3d-2107-401f-aed4-cc89767b8b6b.jpg,https://kr.sidiz.com/cdn/shop/files/TN601FEY_01_71a4bd3d-2107-401f-aed4-cc89767b8b6b.jpg,35185,detail,,,,,,
85,TN601FEY_02_0d8f3ede-bcc1-4a2c-a7ed-7f2f36eba019.jpg,https://kr.sidiz.com/cdn/shop/files/TN601FEY_02_0d8f3ede-bcc1-4a2c-a7ed-7f2f36eba019.jpg,39038,detail,,,,,,
86,TN601FE_01_2b686019-f72d-415b-b8d1-60d9cf7fc3b2.jpg,https://kr.sidiz.com/cdn/shop/files/TN601FE_01_2b686019-f72d-415b-b8d1-60d9cf7fc3b2.jpg,35829,detail,,,,,,
87,TN601FE_02_e76e84d9-cd32-482a-b64d-0a3e8d2df934.jpg,https://kr.sidiz.com/cdn/shop/files/TN601FE_02_e76e84d9-cd32-482a-b64d-0a3e8d2df934.jpg,37755,detail,,,,,,
88,TN603FG_01_f6ef4bd1-fe8e-4240-81e0-fc50fe395362.jpg,https://kr.sidiz.com/cdn/shop/files/TN603FG_01_f6ef4bd1-fe8e-4240-81e0-fc50fe395362.jpg,37953,detail,,,,,,
89,TN603FG_02_02bf28f5-7263-4a85-b9ac-e20f98d8be70.jpg,https://kr.sidiz.com/cdn/shop/files/TN603FG_02_02bf28f5-7263-4a85-b9ac-e20f98d8be70.jpg,40453,detail,,,,,,
90,TN603FY_01_75b3de12-fa6c-44a9-839f-1158de6b4101.jpg,https://kr.sidiz.com/cdn/shop/files/TN603FY_01_75b3de12-fa6c-44a9-839f-1158de6b4101.jpg,38670,detail,,,,,,
91,TN603FY_02_a61e6229-61cd-4bb3-a8d7-d9b4f938a2d6.jpg,https://kr.sidiz.com/cdn/shop/files/TN603FY_02_a61e6229-61cd-4bb3-a8d7-d9b4f938a2d6.jpg,40327,detail,,,,,,
92,leather_1.jpg,https://kr.sidiz.com/cdn/shop/files/leather_1.jpg,396029,detail,,,,,,
93,leather_2.jpg,https://kr.sidiz.com/cdn/shop/files/leather_2.jpg,27896,detail,,,,,,
